ime_poti,cas_poti,tezavnost_poti,vrh 
Ukanc - Meja (skozi Žagarjev graben in čez Konjsko sedlo),320,lahko brezpotje,Meja
Planina Blato - Vrh nad Vodeno Rupo,180,lahko brezpotje,Vrh nad Vodeno Rupo
Planina Blato - Zeleno jezero (Za Kopico),280,lahka označena pot,Zeleno jezero
Koča pri Savici - Zeleno jezero,270,zahtevna označena pot,Zeleno jezero
Planina  Blato - Zeleno jezero (čez Štapce),285,delno zahtevna označena pot,Zeleno jezero
Planina Blato - Zeleno jezero (čez Prode),285,lahka označena pot,Zeleno jezero
ZipLine Kanin pred planino Krnica - Vratni vrh (Vojaška mulatjera na Vratni vrh),120,"lahka označena pot, delno zahtevna neoznačena pot",Vratni vrh
Dom v Lepeni - Vogel (nad Lepeno),240,zahtevno brezpotje,Vogel (nad Lepeno)
Lepena - Vogel (nad Lepeno) (čez planino Zagreben),330,zahtevno brezpotje,Vogel (nad Lepeno)
Nevejski preval - Velika Bavha / Monte Robon (pot 637),160,delno zahtevna neoznačena pot,Velika Bavha / Monte Robon
Rifugio Gilberti - Velika Bavha / Monte Robon,140,delno zahtevna neoznačena pot,Velika Bavha / Monte Robon
Nevejski preval - Velika Bavha / Monte Robon (pot 636 in 637),210,delno zahtevna neoznačena pot,Velika Bavha / Monte Robon
Aljažev dom v Vratih - Bivak na Rušju,180,lahka označena pot,Bivak na Rušju
Rudno polje - Draški rob,120,lahko brezpotje,Draški rob
Rudno polje - Draški rob (skozi Zgornji Razor),180,lahko brezpotje,Draški rob
Koča pri Savici - Bogatin (čez Bogatinsko sedlo),270,delno zahtevna označena pot,Bogatin
 Koča pri Savici - Bogatin (čez planino Govnjač),330,delno zahtevna označena pot,Bogatin
Planina Polog - Bogatin (čez Prehodce),345,delno zahtevna označena pot,Bogatin
Dom v Lepeni - Bogatin (čez Bogatinsko sedlo),270,delno zahtevna označena pot,Bogatin
Soča - Pri Banderi,220,lahko brezpotje,Pri Banderi
Pri Rupah - Lipanski vrh,105,lahka označena pot,Lipanski vrh
Dolina Krma - Lipanski vrh,165,zahtevna označena pot,Lipanski vrh
Rudno polje - Lipanski vrh (skozi Zgornji Razor),125,"lahka neoznačena steza, delno zahtevna označena pot",Lipanski vrh
 Koča pri Savici - Vrh Planje (čez sedlo Planja),330,"lahka neoznačena steza, delno zahtevna označena pot",Vrh Planje
Koča pri Savici - Vrh Planje (čez Kser),330,delno zahtevna označena pot,Vrh Planje
Planina Polog - Vrh Planje (čez planino Dobrenjščico),330,"lahko brezpotje, delno zahtevna označena pot",Vrh Planje
Lužnice - Monte Gosadon,230,zelo zahtevna označena pot,Monte Gosadon
Ombrico - Monte Gosadon,220,lahka neoznačena steza,Monte Gosadon
Lužnice - Monte Gosadon (čez Forcella Cuel Tarond),335,zelo zahtevna označena pot,Monte Gosadon
Pod Debelo glavo - Raskovec,145,lahko brezpotje,Raskovec
Javorje - Raskovec (čez Rodico),225,lahka neoznačena steza,Raskovec
 Pod Debelo glavo - Raskovec (mimo lovske koče),160,lahko brezpotje,Raskovec
Vodel - Raskovec,165,lahko brezpotje,Raskovec
Rutarski gozd - Raskovec (čez Rodico),210,lahka neoznačena steza,Raskovec
Grant - Raskovec (čez Rodico),270,lahko brezpotje,Raskovec
Javorje - Rodica (markirana pot),165,lahka označena pot,Rodica
Rutarski gozd - Rodica,150,lahka označena pot,Rodica
Ski hotel Vogel - Rodica,180,lahka označena pot,Rodica
Ravne - Rodica (čez Črno prst),365,delno zahtevna označena pot,Rodica
Ribčev Laz - Rodica (preko sedla Čez Suho),255,lahka označena pot,Rodica
 Javorje - Rodica (čez Lepo Suho),150,lahka neoznačena steza,Rodica
 Ribčev Laz - Rodica (čez Lepo Suho),240,lahka neoznačena steza,Rodica
Grant - Rodica,210,lahka označena pot,Rodica
Stržišče - Rodica,255,lahka označena pot,Rodica
Soča - Vrh Ovčje planje,230,lahko brezpotje,Vrh Ovčje planje
Pri Rupah - Okroglež,115,lahka označena pot,Okroglež
Rudno polje - Okroglež,175,lahka označena pot,Okroglež
Dolina Krma - Okroglež,175,zahtevna označena pot,Okroglež
Dom v Tamarju - Bivak pod Kotovim sedlom,180,zahtevna označena pot,Bivak pod Kotovim sedlom
Dom v Tamarju - Bivak pod Kotovim sedlom (po melišču),190,lahka označena pot,Bivak pod Kotovim sedlom
Planina Zajavornik - Mrežce,115,lahka označena pot,Mrežce
Pri Rupah - Mrežce (direktna pot),100,lahka označena pot,Mrežce
Pri Rupah - Mrežce (čez Lipanski vrh),110,delno zahtevna označena pot,Mrežce
Šport hotel - Mrežce,160,lahka označena pot,Mrežce
 Planina Zajavornik - Mrežce (položna pot),120,lahka označena pot,Mrežce
Rudno polje - Mrežce (skozi Zgornji Razor),120,lahka neoznačena steza,Mrežce
Dolina Krma - Mrežce,170,zahtevna označena pot,Mrežce
ZipLine Kanin pred planino Krnica - Plešivec,120,delno zahtevna neoznačena pot,Plešivec
Rudno polje - Debeli vrh nad Lipanco (čez Kačji rob),165,lahka označena pot,Debeli vrh nad Lipanco
Medvedova konta - Debeli vrh nad Lipanco,135,lahka označena pot,Debeli vrh nad Lipanco
Planina Zajavornik - Debeli vrh nad Lipanco,150,lahka označena pot,Debeli vrh nad Lipanco
Rudno polje - Debeli vrh nad Lipanco (skozi Zgornji Razor),135,lahka neoznačena steza,Debeli vrh nad Lipanco
Šport hotel - Debeli vrh nad Lipanco,195,lahka označena pot,Debeli vrh nad Lipanco
Dom v Lepeni - Velika Montura,235,lahka neoznačena steza,Velika Montura
Planina Polog - Velika Montura,330,lahka neoznačena steza,Velika Montura
Zgornji Pobič / Povici di Sopra - Lopič / Monte Plauris (CAI 702),330,zelo zahtevna označena pot,Lopič / Monte Plauris
Tugliezzo  - Lopič / Monte Plauris (CAI 701),270,zahtevna označena pot,Lopič / Monte Plauris
Soča - Vrh Leh,210,lahko brezpotje,Vrh Leh
Rudno polje - Veliki Selišnik (čez Kačji rob),130,lahko brezpotje,Veliki Selišnik
Bele vode - Bivak Gorizia,150,lahka označena pot,Bivak Gorizia
Javorje - Mali Raskovec (preko sedla Čez Suho),225,lahko brezpotje,Mali Raskovec
Javorje - Mali Raskovec (čez Lepo Suho),210,lahko brezpotje,Mali Raskovec
Rutarski gozd - Mali Raskovec,210,lahko brezpotje,Mali Raskovec
Grant - Mali Raskovec (čez Rodico),270,lahko brezpotje,Mali Raskovec
Javorje - Suha Rodica (Novi vrh) (preko sedla Čez Suho),210,lahko brezpotje,Suha Rodica (Novi vrh)
Rutarski gozd - Suha Rodica (Novi vrh),195,lahko brezpotje,Suha Rodica (Novi vrh)
Javorje - Suha Rodica (Novi vrh) (čez Lepo Suho),195,lahko brezpotje,Suha Rodica (Novi vrh)
Grant - Suha Rodica (Novi vrh),255,lahko brezpotje,Suha Rodica (Novi vrh)
Dom v Lepeni - Veliki Šmohor (čez Mali Šmohor),270,lahko brezpotje,Veliki Šmohor
Dom v Lepeni - Veliki Šmohor (čez planino na Polju),270,lahko brezpotje,Veliki Šmohor
Vršič - Prednje Robičje,60,lahka neoznačena steza,Prednje Robičje
Erjavčeva koča na Vršiču - Prednje Robičje,70,lahka neoznačena steza,Prednje Robičje
Dom v Lepeni - Mali Šmohor,240,lahka označena pot,Mali Šmohor
Koča pri Savici - Mali Šmohor,400,lahka označena pot,Mali Šmohor
Pod Luknjo - Matajurski vrh,230,"delno zahtevna označena pot, lahko brezpotje",Matajurski vrh
Polje - Matajurski vrh,305,"delno zahtevna označena pot, lahko brezpotje",Matajurski vrh
Podbrdo - Matajurski vrh (čez Črno prst),295,"delno zahtevna označena pot, lahko brezpotje",Matajurski vrh
Ravne - Matajurski vrh (čez Črno prst),285,"delno zahtevna označena pot, lahko brezpotje",Matajurski vrh
Koča pri Savici - Vrh Škrli,275,lahka neoznačena steza,Vrh Škrli
Planina Polog - Vrh Škrli (čez planino Dobrenjščico),275,lahko brezpotje,Vrh Škrli
Dolina Kot - Macesnovec,210,zahtevna neoznačena steza,Macesnovec
Planina Blato - Bela glava,180,lahko brezpotje,Bela glava
Belopeška jezera - Mala Ponca,165,zahtevna označena pot,Mala Ponca
NC Planica - Mala Ponca (ob skakalnici),190,zahtevna neoznačena steza,Mala Ponca
Rateče (Ledine) - Mala Ponca,210,zahtevna neoznačena steza,Mala Ponca
Ski hotel Vogel - Vogel (mimo zgornje postaje sedežnice Zadnji Vogel),150,delno zahtevna označena pot,Vogel
Planina Kuk - Vogel (direktna pot),165,lahka označena pot,Vogel
Ski hotel Vogel - Vogel (pod pobočji Orlovih glav),150,delno zahtevna označena pot,Vogel
Ukanc - Vogel (čez planino Zadnji Vogel),270,lahka označena pot,Vogel
 Planina Kuk - Vogel (čez Globoko),210,lahka označena pot,Vogel
Ski hotel Vogel - Vogel (čez planino Zadnji Vogel),150,lahka označena pot,Vogel
Ski hotel Vogel - Vogel (čez sedlo Šija),180,delno zahtevna označena pot,Vogel
Planina Storeča raven - Vogel (pod pobočji Orlovih glav),225,delno zahtevna označena pot,Vogel
Tolminske Ravne - Vogel (strma pot),180,zahtevna označena pot,Vogel
Planina Storeča raven - Vogel (mimo zgornje postaje sedežnice Zadnji Vogel),225,delno zahtevna označena pot,Vogel
Tolminske Ravne - Vogel (po mulatjeri),210,lahka označena pot,Vogel
Ukanc - Vogel (čez Globoko),255,lahka označena pot,Vogel
Tolminske Ravne - Vogel (strma pot in čez Globoko),225,zahtevna označena pot,Vogel
Tolminske Ravne - Vogel (po mulatjeri in čez Globoko),255,lahka označena pot,Vogel
Kneške Ravne - Vogel (mimo Koče na planini Razor),270,"lahka neoznačena steza, lahka označena pot",Vogel
Kneške Ravne (Prošček) - Vogel (mimo Koče na planini Razor),315,"lahka neoznačena steza, lahka označena pot",Vogel
Kneške Ravne - Vogel (čez Žabiški Kuk),275,"lahka neoznačena steza, delno zahtevna označena pot",Vogel
Kneške Ravne (Prošček) - Vogel (čez Žabiški Kuk),320,"lahka neoznačena steza, delno zahtevna označena pot",Vogel
Ski hotel Vogel - Rušnati vrh (čez Konjsko sedlo),210,lahko brezpotje,Rušnati vrh
Ribčev Laz - Rušnati vrh (čez Konjsko sedlo),390,lahko brezpotje,Rušnati vrh
Ukanc - Rušnati vrh (skozi Žagarjev graben in čez Konjsko sedlo),290,lahko brezpotje,Rušnati vrh
Dom v Lepeni - Rdeči rob,345,lahko brezpotje,Rdeči rob
 Planina Polog - Rdeči rob (čez Prehodce),300,lahka neoznačena steza,Rdeči rob
 Planina Polog - Rdeči rob (mimo Javorce in planine Sleme),270,"lahka označena pot, delno zahtevna neoznačena pot",Rdeči rob
Rabelj/Cave del Predil - Kraljevska špica/Monte Re,150,delno zahtevna označena pot,Kraljevska špica/Monte Re
Vršič - Slemenova špica,75,lahka označena pot,Slemenova špica
Dom v Tamarju - Slemenova špica (mimo Črnih vod),130,lahka označena pot,Slemenova špica
Dom v Tamarju - Slemenova špica (skozi Grlo),130,zahtevna označena pot,Slemenova špica
Erjavčeva koča na Vršiču - Slemenova špica,85,lahka označena pot,Slemenova špica
Jasna - Slemenova špica (skozi dolino Male Pišnice),225,"delno zahtevna neoznačena pot, zahtevna označena pot",Slemenova špica
Koča pri izviru Soče - Slemenova špica,205,lahka označena pot,Slemenova špica
Nevejski preval - Speleološki bivak Modonutti - Savoia (pot 637),140,lahka označena pot,Speleološki bivak Modonutti - Savoia
Nevejski preval - Speleološki bivak Modonutti - Savoia (pot 636 in 637),190,lahka označena pot,Speleološki bivak Modonutti - Savoia
Rifugio Gilberti - Speleološki bivak Modonutti - Savoia,120,lahka označena pot,Speleološki bivak Modonutti - Savoia
Planina Zajzera - Bivak Bernardinis (po poti 648),180,delno zahtevna označena pot,Bivak Bernardinis
Pri Mlinču - Mangartska koča na Mangartskem sedlu (po cesti),165,lahka označena pot,Mangartska koča na Mangartskem sedlu
Pri Mlinču - Mangartska koča na Mangartskem sedlu,140,lahka označena pot,Mangartska koča na Mangartskem sedlu
Pri Mlinču - Mangartska koča na Mangartskem sedlu (čez Gladki rob),150,lahka neoznačena steza,Mangartska koča na Mangartskem sedlu
Javorje - Mala Rodica (čez Lepo Suho),140,lahko brezpotje,Mala Rodica
Ribčev Laz - Mala Rodica,230,lahko brezpotje,Mala Rodica
Koča pri Savici - Kser,270,lahka označena pot,Kser
Planina Polog - Kser (čez planino Dobrenjščico),270,lahko brezpotje,Kser
Planina Blato - Rušnata glava,170,lahko brezpotje,Rušnata glava
Koča pri Savici - Rušnata glava,225,lahko brezpotje,Rušnata glava
Mojstrana - Vrtaški vrh,220,lahka označena pot,Vrtaški vrh
 Mojstrana - Vrtaški vrh (stara pot),210,lahka neoznačena steza,Vrtaški vrh
Plaz Črlovec - Vrtaški vrh (zgornja pot),230,"delno zahtevna neoznačena pot, lahka označena pot",Vrtaški vrh
Plaz Črlovec - Vrtaški vrh (čez Vrtaško planino),205,"zahtevna neoznačena steza, lahka označena pot",Vrtaški vrh
Pod Luknjo - Poljanski vrh,210,"delno zahtevna označena pot, lahko brezpotje",Poljanski vrh
Polje - Poljanski vrh,285,delno zahtevna označena pot,Poljanski vrh
Ravne - Poljanski vrh (čez Črno prst),265,"delno zahtevna označena pot, lahko brezpotje",Poljanski vrh
Podbrdo - Poljanski vrh (čez Črno prst),275,"delno zahtevna označena pot, lahko brezpotje",Poljanski vrh
Ski hotel Vogel - Vrh Krnic (mimo zgornje postaje sedežnice Zadnji Vogel),150,delno zahtevna označena pot,Vrh Krnic
Ski hotel Vogel - Vrh Krnic (pod pobočji Orlovih glav),150,lahka neoznačena steza,Vrh Krnic
Planina Kuk - Vrh Krnic (čez Vogel),175,"lahka označena pot, lahka neoznačena steza",Vrh Krnic
Tolminske Ravne - Vrh Krnic (strma pot in čez Globoko),220,"zahtevna označena pot, lahka neoznačena steza",Vrh Krnic
Tolminske Ravne - Vrh Krnic (po mulatjeri in čez Vogel),220,"lahka označena pot, lahka neoznačena steza",Vrh Krnic
Tolminske Ravne - Vrh Krnic (po mulatjeri in čez Globoko),250,"lahka označena pot, lahka neoznačena steza",Vrh Krnic
Tolminske Ravne - Vrh Krnic (strma pot in čez Vogel),190,"zahtevna označena pot, lahka neoznačena steza",Vrh Krnic
Ukanc - Vrh Krnic (čez Globoko),250,"lahka označena pot, lahka neoznačena steza",Vrh Krnic
Pri Rupah - Vrh Razora,120,lahko brezpotje,Vrh Razora
Šport hotel - Vrh Razora,180,lahko brezpotje,Vrh Razora
Planina Zajavornik - Vrh Razora,135,lahko brezpotje,Vrh Razora
Konec ceste na Pokljuki - Studorski preval,120,lahka označena pot,Studorski preval
Rudno polje - Srednji Selišnik (snežni pristop),135,lahko brezpotje,Srednji Selišnik
Planina Zajzera - Krniška glavica / Jof di Sompdogna,150,lahka označena pot,Krniška glavica / Jof di Sompdogna
Planina Zajzera - Krniška glavica / Jof di Sompdogna (pot 639 in 652),190,lahka označena pot,Krniška glavica / Jof di Sompdogna
Log v Trenti - Velika Glava (Pot čez Trebiški dol),240,"lahka označena pot, lahka neoznačena steza",Velika Glava
Log v Trenti - Velika Glava (Stara vojaška mulatjera na Veliko Glavo),240,delno zahtevna neoznačena pot,Velika Glava
Ski hotel Vogel - Šija,90,lahka označena pot,Šija
Javorje - Šija (čez Zadnjo Suho),150,lahka označena pot,Šija
Ukanc - Šija (čez planino Zadnji Vogel),265,lahka označena pot,Šija
Javorje - Šija (čez Kratki plaz),160,lahka neoznačena steza,Šija
Ukanc - Šija (skozi Žagarjev graben),240,lahka označena pot,Šija
Zadnjica - Spodnje Kriško jezero,220,lahka označena pot,Spodnje Kriško jezero
Planina Blato - Krsteniški Stog (lovska pot),135,lahka neoznačena steza,Krsteniški Stog
Stara Fužina - Krsteniški Stog,240,lahka neoznačena steza,Krsteniški Stog
Pod Luknjo - Konjski vrh,195,"delno zahtevna označena pot, lahko brezpotje",Konjski vrh
Polje - Konjski vrh,270,"delno zahtevna označena pot, lahko brezpotje",Konjski vrh
Ravne - Konjski vrh (čez Črno prst),250,"delno zahtevna označena pot, lahko brezpotje",Konjski vrh
Podbrdo - Konjski vrh (čez Črno prst),260,"delno zahtevna označena pot, lahko brezpotje",Konjski vrh
Vas na Skali - Čisti vrh,210,lahka neoznačena steza,Čisti vrh
Nevejski preval - Rifugio Corsi,170,lahka označena pot,Rifugio Corsi
Cave del Mole - Rifugio Corsi,130,lahka označena pot,Rifugio Corsi
Cave del Mole - Rifugio Corsi (sentiero dei tedeschi),120,delno zahtevna označena pot,Rifugio Corsi
Bele vode / Rio Bianco - Rifugio Corsi (čez Krniško škrbino),240,delno zahtevna označena pot,Rifugio Corsi
Tolminske Ravne - Tolminski Migovec,180,lahko brezpotje,Tolminski Migovec
Turkov rovt (Vrata) - Požgana Mlinarica,165,lahko brezpotje,Požgana Mlinarica
Dolina Kot - Požgana Mlinarica,240,zahtevna neoznačena steza,Požgana Mlinarica
Kosmačev preval - Požgana Mlinarica,375,zahtevna neoznačena steza,Požgana Mlinarica
Planina Kuk - Vrh Planje (nad Globokim),165,lahka neoznačena steza,Vrh Planje (nad Globokim)
Tolminske Ravne - Vrh Planje (nad Globokim) (po mulatjeri),210,"lahka označena pot, lahka neoznačena steza",Vrh Planje (nad Globokim)
Tolminske Ravne - Vrh Planje (nad Globokim) (strma pot),180,"zahtevna označena pot, lahka neoznačena steza",Vrh Planje (nad Globokim)
Kneške Ravne - Vrh Planje (nad Globokim),270,lahka neoznačena steza,Vrh Planje (nad Globokim)
Ukanc - Vrh Planje (nad Globokim) (čez Globoko),240,lahka neoznačena steza,Vrh Planje (nad Globokim)
Ski hotel Vogel - Vrh Planje (nad Globokim) (čez pl. Zadnji Vogel in skozi zatrep Žagarjevega grabna),160,"lahka označena pot, lahka neoznačena steza",Vrh Planje (nad Globokim)
Planina Mangrt - Skutnik/Torre Guarda,120,delno zahtevna neoznačena pot,Skutnik/Torre Guarda
Ski hotel Vogel - Vrh Dlani,100,lahka neoznačena steza,Vrh Dlani
Belopeška jezera - Bivak Nogara,195,zahtevna označena pot,Bivak Nogara
 Nevejski preval - Rifugio Gilberti,105,lahka označena pot,Rifugio Gilberti
Nevejski preval - Rifugio Gilberti (pot 636),135,lahka označena pot,Rifugio Gilberti
Rabelj / Cave del Predil - Šober / Monte Sciober Grande,165,lahka označena pot,Šober / Monte Sciober Grande
Remšendol - Šober / Monte Sciober Grande (pot 518),180,delno zahtevna označena pot,Šober / Monte Sciober Grande
Mangartska planina - Šober / Monte Sciober Grande (čez Stože),140,lahka označena pot,Šober / Monte Sciober Grande
Mangartska planina - Šober / Monte Sciober Grande (čez Dren),155,lahka neoznačena steza,Šober / Monte Sciober Grande
Planina Kuk - Žabiški Kuk (čez planino Razor),180,lahka neoznačena steza,Žabiški Kuk
Planina Kuk - Žabiški Kuk (pot mimo Gradiča (stara vojaška pot)),140,delno zahtevna označena pot,Žabiški Kuk
Tolminske Ravne - Žabiški Kuk (strma pot),195,"zahtevna označena pot, lahka neoznačena steza",Žabiški Kuk
Tolminske Ravne - Žabiški Kuk (po mulatjeri),225,lahka neoznačena steza,Žabiški Kuk
Kneške Ravne (Prošček) - Žabiški Kuk (pot mimo Gradiča (stara vojaška pot)),290,"lahka neoznačena steza, delno zahtevna označena pot",Žabiški Kuk
