ime,drzava,drzava_2,drzava_3,gorovje,visina,vrsta,stevilo_ogledov,priljubljenost,stevilo_poti,opis,blok_poti 
Sekirica,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",545,vrh,3930,30,2,"Sekirica je 545 metrov visok vrh, ki se dviga nad Logatcem. Z vrha, na katerega ""pripelje"" stara vlečnica in s katerega se spuščajo štiri skakalnice (ena skoraj z vrha), se nam odpre lep pogled na Logatec in okoliško hribovje.",
Griček,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",532,vrh,217,8,1,"Griček je manjša vzpetina, ki se dviga nad Dolenjo vasjo. Z vrha, kjer se nahaja vodohran se nam odpre lep pogled na okoliške vasi in bližnje hribovje.",
Sveti Ambrož (Tabor),Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",531,vrh,1170,19,2,"Sveti Ambrož oz. Tabor je vzpetina na Krasu, ki se nahaja nad vasema Temnica in Lipa. Na vrhu so ostanki nekdanje cerkvice sv. Ambroža, kamnito zatočišče, kjer so včasih vedrili pastirji.<br>Pomembno obvestilo (februar 2020): Vrh, oz. pot do vrha je deloma ograjena, zaradi ograje in osebe, ki prebiva znotraj ograje pa vrh težko dostopen. Z osebo, ki prebiva na vrhu je bilo že več incidentov, bile so tudi že prijave na Policijo.",
Štivanski log,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",530,jezero,1302,20,1,"Štivanski log se imenuje naravoslovna pot, ki se nahaja ob drevesnici Štivan, le ta pa med Matenjo vasjo in Grobiščem.",
Petelinjsko jezero,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",530,jezero,180833,53,1,"Petelinjsko jezero, je drugo največje presihajoče jezero v Pivški kotlini. Jezero v katerem se voda zadrži približno polovico leta, je dolgo približno 1 km in široko okrog 500 m, v višino pa se voda lahko dvigne tudi do 10 m. V Petelinjskem jezeru pa najdemo tudi vrsto rakcev, ki živi samo še v omenjenem jezeru (rakci so dolgi do 1,5 cm).",
Plaz,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",528,vrh,2853,27,1,Plaz ali Vrh Plaza je 528 metrov visok vrh nad Vipavsko dolino. Točneje med Vipavo in Gradiščem. Z vrha na katerem je vpisna skrinjica in v bližini manjša klopca je zelo lep razgled na Vipavsko dolino. Proti vzhodu pa zaradi gozda ni veliko razgleda.,
Veliki hrib (kota 526),Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",526,vrh,2470,27,1,"Veliki hrib oz. kota 526, slednje ime se omenja predvsem v povezavi s prvo svetovno vojno (na nekaterih zemljevidih tudi Mali vrh), je vrh, ki se nahaja severozahodno od dobrih 100 metrov višjega Škabrijela. Na Velikem hribu se nahaja spomenik, informativna tabla in klopca, z vrha pa zaradi gozda ni razgleda na okoliške hribe.",
Kuren (Sveti Miklavž),Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",526,"koča, cerkev",160434,50,1,"Kuren je turistična kmetija, ki se nahaja sredi manjšega zaselka nad Staro Vrhniko. Le nekaj metrov stran od turistične kmetije, pa se nahaja manjša cerkvica posvečena sv. Miklavžu, od katere se nam odpre lep razgled na del Ljubljanskega barja in okoliškega hribovja.",
Školj sv. Pavla nad Vrtovinom,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",520,"vrh, cerkev",240369,60,4,"Školj sv. Pavla se nahaja na razgledni vzpetini nad vasjo Vrtovin, le ta pa zahodno od Ajdovščine. Od cerkve, v bližini katere se nahaja vpisna skrinjica je lep razgled na Kucelj, Čaven, Nanos in Vipavsko dolino. Na južnih pobočjih te vzpetine pa se nahaja 11 m visok vodni stolp, ki je del rimske zgodovine.",
Planinski dom v Novem Svetu,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",518,koča,193150,54,1,"Planinski dom v Novem Svetu, ki je v zadnjem času stalno zaprt se nahaja na večji jasi ob robu prostranih gozdov Hrušice.",
Rakov Škocjan,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",517,,8780,34,3,"Rakov Škocjan je kraška dolina, ki se nahaja ob vznožju Javornikov. Dolga je okoli 2,5 km, v njej pa si lahko ogledamo Mali in Veliki naravni most, številne izvire in ponore, ponikalnico reke Rak, ruševine cerkve sv. Kancijana.<br>V Rakovem Škocjanu se poleg naravnih znamenitosti nahaja še Hotel Rakov Škocjan (Hotel je že nekaj časa zaprt, avgust 2015), Gozdarska koča, Dom šolskih in obšolskih dejavnosti Rak, večje število vikendic...",
Gura,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",510,"vrh, cerkev",2031,25,1,"Gura je 510 metrov visok hrib, ki se nahaja nad Povirjem. Z vrha, na katerem stoji cerkev Marijinega Vnebovzetja, se nam odpre lep razgled predvsem proti jugu in zahodu, na ostale strani pa razgled ovira gozd.",
Veliki Gradež,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",507,vrh,191746,54,3,"Veliki Gradež je 507 m visoka vzpetina, ki se nahaja med Zazidom in Movražem. Z vrha, ki se nahaja sredi prostranih pašnikov, se nam odpre lep razgled na primorsko gričevje in hribovje.",
Vrtovka,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",502,vrh,115630,45,1,"Vrtovka je 502 m visoka vzpetina, ki se nahaja v osrednjem delu grebena Črnih hribov. Z vrha, na katerem je vpisna skrinjica, zaradi gozda ni razgleda.",
Skrivski izvir,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",500,,816,16,1,Skrivski izvir je pohodniška točka nad vasjo Skrilje. Z vasjo ga povezuje lepa krožna pot.,
Planinska jama,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",500,,239665,60,1,"Planinska jama je kraška jama, ki se nahaja zahodno od Planinskega polja. Iz Planinske jame izvira reka Unica (pred tem Pivka in Rak, pozneje Ljubljanica), ki se po močnejšem deževju razlije čez Planinsko polje.<br>Planinska jama, Postojnska jama in Rakov Škocjan so v podzemlju med seboj povezana, tako da gre geografsko le za eno jamo. Ker pa imajo vse omenjene jame svoj vhod, ima vsaka tudi svoje ime.<br>V bližini Planinske jame, v neposredni bližini parkirišča pa se nahaja tudi Mali grad oz. Raubarjev stolp, ki je bil zgrajen v 14. stoletju.",
Tri učke,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",499,vrh,220400,58,3,"Tri učke (tudi Tri bučke in Tri očke) so kraška jama, ki se nahaja pod 499 metrov visokim hribom, kateri se nahaja nad dolino Movraške vale. Z vzpetine nad Tremi učkami, se nam ob lepem vremenu odpre lep razgled na del Primorske, Dolomite in Julijske Alpe.",
Kuk,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",498,vrh,297784,67,3,"Kuk (na nekaterih zemljevidih tudi Ščukovec) je 498 m visok hrib, ki se nahaja severno od vasi Movraž. Z vrha, na katerem stoji manjši križ, se nam odpre lep razgled na Kraški rob in okoliško hribovje. Vrh ima vpisno skrinjico, žiga pa ni.",
Sveta Ana,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",484,"vrh, cerkev",545489,93,3,"Cerkev sv. Ane se nahaja na manjši razgledni vzpetini nad Jezerom, Podpečjo in Preserjem. Z vrha, na katerem je razgledna plošča, se nam odpre lep pogled proti Ljubljanskemu barju, Polhograjskemu hribovju, Kamniško Savinjskim Alpam in prostranim gozdovom bližnjega Krima.",
Grčarevec,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",476,jezero,114,4,1,Grčarevec je točka na severu kraškega polja. Na SV robu polja so ponori. Cesta v Planino je spričo poplav dvignjena.,
Klada,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",475,,682,15,1,"Klada je manjša vasica v občini Škofljica na pobočju vrha Sveta Marjeta. Skozi vas poteka tudi Evropska pešpot E6, v bližini vasi pa tečeta potoka Draščica in Zadačnica. Na obrobju vasi se nahaja kapelica iz leta 1946, z bližnjih travnikov pa se nam odpre nekaj razgleda proti Krimu ter Kamniško Savinjskim Alpam.",
Marija Snežna na Gradišcah,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",467,"vrh, cerkev",2902,28,2,"Vzpetina Gradišca (na zemljevidih Gradišče), na kateri stoji romarska cerkev Marije Snežne, se nahaja med Črnotičami in Prapročami. Ob cerkvi se nahaja tudi vpisna skrinjica z vpisno knjigo.",
Veliki vrh (Črni hribi),Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",463,vrh,133458,47,2,"Veliki vrh je 463 m visoka vzpetina, ki se nahaja v grebenu Črnih hribov. Z vrha, na katerem je vpisna skrinjica, zaradi gozda ni razgleda.",
Mengore,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",453,"vrh, cerkev",401670,80,2,"Mengore (453 m) se dvigajo med Mostom na Soči, Volčami in Tolminom. Z vrha, na katerem stoji cerkev sv. Marije in ob njej zavetišče sv. Jožefa, se nam odpre lep razgled na Kolovrat in okoliške vasi. Na vrhu je vpisna skrinjica z vpisno knjigo in žigom.",
Lačna,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",451,vrh,361380,75,6,"Lačna je 451 m visok hrib, ki se nahaja med Gračiščem, Kubedom in Hrastovljami. Vrh na katerem se nahaja kovinski razgledni stolp, s katerega se nam odpre lep razgled po bližnji in daljni okolici, ima vpisno skrinjico ter nekaj manjših lesenih klopi. ",
Laze,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",450,"jezero, planina",48,2,1,"Laze je točka na severu kraškega polja. Na območju Laz so kraške jame. Najbolj znana jama je Vranja jama, poleg jam so tam senožeti in pašniki. V bližnji vasi Jakovica je je Speleo kamp.",
Zjat,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",449,vrh,212486,57,5,"Zjat je 449 m visok vrh, ki se nahaja nad skalno stopnjo Kraškega roba, točneje nad vasjo Podpeč. S prepadnega vrha, se nam odpre lep razgled na Slavnik, Kojnik, Lačno, morje in viadukt Črni Kal, ob lepem vremenu pa razgled seže vse do Dolomitov in Julijskih Alp.<br>Malo pod vrhom Zjata (tudi Vrh Sten), pa se nahaja 17 m visok obrambni stolp iz 11. stoletja.",
Renški vrh,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",449,vrh,164989,51,1,"Renški vrh je 449 m visok hrib, ki se nahaja v osrčju grebena Črnih hribov. Z vrha, na katerem se nahaja vpisna skrinjica in propadajoča klop, zaradi gozda ni razgleda.",
Vitovsko jezero,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",445,jezero,198130,55,1,"Vitovsko jezero, katero se nahaja pod Vitovskim hribom je dolgo 10 m, široko 7 m in globoko do 1 m. Jezero dobiva vodo iz manjšega izvira nekaj metrov nad jezerom. Vitovsko jezero je tudi edino naravno jezero v Vipavski dolini oz. nad njo.",
Soteska Pekel 3. slap,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",445,"slap, jezero",235525,60,1,"3.slap, ki je za večino obiskovalcev najlepši od slapov v tej soteski se nahaja na sredini skalnega skoka. Voda pada v jezero kjer se najbolj pogumni celo kopajo. Kopanja ne priporočam zaradi vrtinčenja vode, ki ga naredi slap. Iz jezera pa pada voda v 2.slap.",
Sveti Jožef (Mlečnik),Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",441,"vrh, cerkev",157731,50,1,"Cerkev sv. Jožefa, na kateri je na vhodu v zvonik vklesana letnica 1657, se nahaja na hribu imenovanem Mlečnik. Mlečnik je z gozdom poraščen vrh, ki se nahaja južno od Ljubljanskega barja, točneje nad vasema Kamnik pod Krimom in Preserje.",
Sveti Miklavž nad Vipavo,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",438,cerkev,292364,67,2,"Cerkev svetega Miklavža se nahaja pod pobočji Podraške Ture, v bližini bolj znane Gradiške Ture. Od cerkve je lep pogled na pečine omenjenih dveh vrhov in na Vipavsko dolino.",
Grad Socerb,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",437,"vrh, koča, cerkev",514098,91,6,"Socerb je manjša vzpetina, ki se nahaja severno od znanega plezališča Osp. Na Socerbu, ki je ena zadnjih točk SPP stoji grad v katerem je prijetno gostišče. S Socerba je lep razgled na Miljski zaliv, Trst in okoliške kraje. Sredi vasice, ki se nahaja le nekaj korakov pod gradom pa stoji cerkev svetega Socerba po katerem je vas tudi dobila ime.",
Fajti hrib,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",433,vrh,319079,70,2,"Fajti po nekaterih zapisih tudi Fajtji hrib je 433 m visoka vzpetina, ki se nahaja v grebenu Črnih hribov. Z vrha, ki je poznan predvsem po hudih bojih med 1. svetovno vojno, na to spominja spominska informativna tabla, zaradi gozda ni lepšega razgleda.",
Sveti Gregor na Dobravici,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",432,cerkev,159439,50,1,Cerkev svetega Gregorja se nahaja na manjši vzpetini južno od Iga. Od cerkve oziroma bližnje okolice se nam odpre lep razgled na okoliško hribovje in del Ljubljanskega barja.,
Črnokalska Varda,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",423,vrh,4700,31,3,"Varda ali Črnokalska Varda (tudi Črnikalska Varda) je 423 metrov visok hrib, ki se nahaja jugovzhodno od naselja Kastelec. Z vrha, na katerem je vpisna skrinjica, se nam odpre lep pogled proti Tinjanu in okoliškim hribom.",
Ostri Vrh nad Vipavsko dolino,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",422,vrh,191594,54,0,"Ostri Vrh je 422 metrov visok hrib, ki se nahaja nad krajem Gaberje, ki leži sredi Vipavskih Brd. Hrib je najbolj obiskana izletniška točka vasi, na njem je postavljen križ in vpisna knjiga. S hriba se razprostira pogled po vsej Vipavski in Goriški dolini ter čez kraško planoto do morja.",
Jama Vilenica,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",420,,3778,30,1,"Jama Vilenica se nahaja v bližini naselja Lokev ob cesti za Sežano. Ime je dobila po dobrih vilah, ki naj bi po legendah živele v njeni notranjosti. Ena najstarejših turističnih jam na svetu. V vsem sijaju ponovno oživela leta 1963. V njej poteka od leta 1986 mednarodni festival literatov. ",
Iški Vintgar (Vrbica),Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",420,,379941,77,1,"Soteska Iškega Vintgarja je priljubljena izletniška točka med sprehajalci in pohodniki, ki si za spremembo izberejo nižji cilj. Soteska Iškega Vintgarja pa je na več mestih neprehodna oziroma je za napredovanje potrebno hoditi po vodi. Za pohodnike, ki si želijo videti sotesko pa je po levi strani (desni breg Iške) speljana prijetna pot. V soteski Iške pa naletimo na naravno znamenitost, ki dodatno popestri izlet. Na reki oziroma ob njej stoji Votli kamen, skozi katerega teče del reke. <br> Vrbica pa je sotočje Iške in Zale ter stičišče štirih občin (Brezovica, Cerknica, Velike Lašče in Ig).",
Žalostna gora pri Preserju,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",418,"vrh, cerkev",253121,62,2,"Žalostna gora pri Preserju je 418 metrov visok hrib, ki se nahaja nad krajema Prevalje pod Krimom in Kamnik pod Krimom. Na vrhu stoji cerkev Žalostne Matere Božje, ki je bila zgrajena v začetku 18. stoletja, ob njej pa obzidje s trinajstimi postajami križevega pota.",
Krog,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",418,vrh,132205,47,3,"Krog je 418 m visok hrib, ki se nahaja med Vrhom križa in Kukom. Z vrha, ki je rahlo porasel z drevjem, predvsem bora, se nam odpre razgled na Veliko valo in hribovje, ki le to obdaja.",
Vrh križa,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",411,vrh,150340,49,3,"Vrh križa je 411 m visok hrib, ki se nahaja severno od vasi Smokvica. Z vrha se nam odpre lep pogled na Istro, Tržaški zaliv, Slavnik, ob lepem vremenu pa razgled seže vse do Julijskih Alp in Dolomitov.",
Sveti Rupert nad Drago,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",409,"vrh, cerkev",161273,50,1,"Cerkev svetega Ruperta se nahaja severno od vasi Sarsko, le ta pa nad vasjo Draga (vas med Igom in Pijavo Gorico). Od cerkve oziroma njene bližnje okolice pa se nam odpre lep razgled na okoliško hribovje, kjer najlepše vidimo bližnji Krim (1107m).",
Sveti Kvirik,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",408,"vrh, cerkev",289865,66,2,"Cerkvica oz. kapela sv. Kvirika (na zemljevidih in drugod zasledimo tudi še imena kot so sv. Kirk, Kirik, Kvirk, Kvirin, Kirin) se nahaja na razgledni vzpetini med Sočergo in Movraško valo. Od kapele oz. njene bližnje okolice, se nam odpre lep razgled na Kraški rob, del Movraške vale in gričevje primorskega krasa.",
Grad Kostel,Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",406,vrh,1150,19,2,"Grad Kostel se nahaja na razgledni vzpetini nad levim bregom reke Kolpe. Z gradu, ki s pripadajočim trgom predstavlja drugi največji grajski kompleks v Sloveniji, se nam odpre lep razgled na hribovje, ki se dviga nad dolino reke kolpe.",
Sveti Pavel (nad Ročinjem),Slovenija,,,"Goriško, Notranjsko in Snežniško hribovje",403,"vrh, cerkev",831,16,3,"Cerkev sv. Pavla se razprostira zahodno od vasi Ročinj na vzpetini z nadmorsko višino 403 m. Zgrajena je bila v gotskem arhitekturnem slogu v poznem srednjem veku, a je bila tekom časa večkrat obnovljena ali razširjena. Rombasto-zvezdasti obokani kor je iz zadnje četrtine 15. stoletja, zvonik pa je bil po vsej verjetnosti dozidan v kasnejšem času. Med prvo svetovno vojno je bila cerkev zaradi obstreljevanja v veliki meri porušena, uničeni so bili tudi njeni trije zvonovi. Pri obnovi, ki je potekala v 30. letih 20. stoletja, so sodelovali tudi Ročinjci. Sleme za streho so stesali v vasi, za prenos do cerkve pa je bilo potrebnih 27 mož. Tri nove zvonove, težke 396, 233 in 162 kilogramov, je januarja 1933 vlila livarna De Poli iz Vittorio Veneta. V Ročinj so jih pripeljali leta 1936 in jih tam tudi krstili. Botri zvonov so bili domačini Justina Dugar, Angela Kamenšček in Jožef Malnič. Maše v cerkvi so potekale januarja ob prazniku spreobrnjenja sv. Pavla, na velikonočni ponedeljek, na binkoštni ponedeljek in tretji dan križevega tedna.
<br>Cerkev je danes znana predvsem po kamnitem spomeniku, ki upodablja Kalvarijo. Sestavljajo jo Jezus, dva razbojnika ter pod križem Jezusova mati Marija in Marija Magdalena. Ročinjska duhovnija je leta 1588 od čedajske rodbine Cottis odkupila planino „na Krasu“ pri Drežnici, od katere je vsako leto dobivala najemnino 15 liber sira. Leta 1709 je planino prodala in po izročilu naj bi z izkupičkom postavila spomenik. Pri dostopu iz severne strani preko “Prevala” stoji ob cerkvi kip sv. Pavla. Na poti, ki vodi do cerkve iz predela “Zdenc” v Ročinju, so danes vidni ostanki treh kapelic, ki so označene že na vojaški karti s konca 18. stoletja. Pešpot povezuje cerkev Sv. Pavla tudi z bližnjo cerkvijo Sv. Petra, ki stoji jugozahodno nad vasjo Ajba.",
